Dos. nr.;DossierStatus;Boekingsdatum;Vertrekdatum;Volledige naam klant;Bestemming;ArticlePoNummer;Artikelcode;Omschrijving;Artikelprijs;Totaal dossier
457;Ok;03.05.2012 15:40:30;07.10.2012 00:00:00;d1ba018cc4985455;Catalonie Spanje;;b843b59f14899097;Verzameltransfer retourp.p.;80,00;1.040,00
457;Ok;03.05.2012 15:40:30;07.10.2012 00:00:00;d1ba018cc4985455;Catalonie Spanje;;db3f84c41758f368;Standplaats met 2 daagse trektocht Catalonië;800,00;1.040,00
457;Ok;03.05.2012 15:40:30;07.10.2012 00:00:00;d1ba018cc4985455;Catalonie Spanje;;f63653de851d47d3;Toeslag Hoogseizoen;160,00;1.040,00
458;Ok;04.05.2012 10:51:59;02.06.2012 00:00:00;bdc9fd06f60ce51f;Centraal Balkan Bulgarije;;def3d0afc5a44821;Balkan Trail Centraal Balkan;845,00;845,00
459;Ok;04.05.2012 10:56:52;19.05.2012 00:00:00;500d5e1593e308fe;Centraal Balkan Bulgarije;;def3d0afc5a44821;Balkan Trail Centraal Balkan;845,00;845,00
460;Ok;04.05.2012 13:14:50;30.09.2012 00:00:00;5562c93f09424492;Catalonie Spanje;;f63653de851d47d3;Toeslag Hoogseizoen;320,00;2.557,88
460;Ok;04.05.2012 13:14:50;30.09.2012 00:00:00;5562c93f09424492;Catalonie Spanje;;;Reserveringskosten;25,00;2.557,88
460;Ok;04.05.2012 13:14:50;30.09.2012 00:00:00;5562c93f09424492;Catalonie Spanje;;b843b59f14899097;Verzameltransfer retourp.p.;160,00;2.557,88
460;Ok;04.05.2012 13:14:50;30.09.2012 00:00:00;5562c93f09424492;Catalonie Spanje;;0a40ba0908143439;Annuleringsverzekering mevr Luinenburg;49,88;2.557,88
460;Ok;04.05.2012 13:14:50;30.09.2012 00:00:00;5562c93f09424492;Catalonie Spanje;;db3f84c41758f368;Standplaats met 2 daagse trektocht Catalonië;1.600,00;2.557,88
460;Ok;04.05.2012 13:14:50;30.09.2012 00:00:00;5562c93f09424492;Catalonie Spanje;;;Lijnvlucht Amsterdam - Barcelona;360,00;2.557,88
460;Ok;04.05.2012 13:14:50;30.09.2012 00:00:00;5562c93f09424492;Catalonie Spanje;;;1 koffer ruimbagage max. 15 kg;40,00;2.557,88
460;Ok;04.05.2012 13:14:50;30.09.2012 00:00:00;5562c93f09424492;Catalonie Spanje;;0a40ba0908143439;Poliskosten;3,00;2.557,88
461;Ok;04.05.2012 13:43:12;15.09.2012 00:00:00;2dcb8b8d9b9e0365;Haut Languedoc Frankrijk;;;Reserveringskosten;25,00;6.564,76
461;Ok;04.05.2012 13:43:12;15.09.2012 00:00:00;2dcb8b8d9b9e0365;Haut Languedoc Frankrijk;;84dde8cc0e672358;Working Horse and Cow week Westernranch Haut Languedoc;5.130,00;6.564,76
461;Ok;04.05.2012 13:43:12;15.09.2012 00:00:00;2dcb8b8d9b9e0365;Haut Languedoc Frankrijk;;b350726102ee4f88;Bagagefee per koffer max 20 kg;420,00;6.564,76
461;Ok;04.05.2012 13:43:12;15.09.2012 00:00:00;2dcb8b8d9b9e0365;Haut Languedoc Frankrijk;;e8b2db04ebefa2aa;Verzameltransfer, ter plaatse te betalen;0,00;6.564,76
461;Ok;04.05.2012 13:43:12;15.09.2012 00:00:00;2dcb8b8d9b9e0365;Haut Languedoc Frankrijk;;6a21db86ef510efe;Vlucht Ryanair;989,76;6.564,76
462;Ok;04.05.2012 14:14:42;19.05.2012 00:00:00;ac98ef37930ac1ae;Alentejo Kust vd Lusitano;;f3f95dff5da4c1db;Verzameltransfer retour;90,00;1.029,00
462;Ok;04.05.2012 14:14:42;19.05.2012 00:00:00;ac98ef37930ac1ae;Alentejo Kust vd Lusitano;;0de79b1b3cf34ddb;Semi-Trektocht kust vd Lusitano;939,00;1.029,00
463;Ok;04.05.2012 15:36:15;24.08.2012 00:00:00;53867a62369490b5;Moliets Frankrijk;;6d7c63bfae9202d1;Moliets Plage toeslag  Golfsurfcursus;80,00;675,00
463;Ok;04.05.2012 15:36:15;24.08.2012 00:00:00;53867a62369490b5;Moliets Frankrijk;;71aa2c1f7c2bd026; Freestyle ( 16-19 jaar) Moliets Surfing;560,00;675,00
463;Ok;04.05.2012 15:36:15;24.08.2012 00:00:00;53867a62369490b5;Moliets Frankrijk;;480b2fe069ca9e19;Eten en drinken uitgebreid 10 dgn;15,00;675,00
463;Ok;04.05.2012 15:36:15;24.08.2012 00:00:00;53867a62369490b5;Moliets Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;675,00
463;Ok;04.05.2012 15:36:15;24.08.2012 00:00:00;53867a62369490b5;Moliets Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;675,00
464;Ok;04.05.2012 15:45:05;24.08.2012 00:00:00;34673d58ab2135cf;Moliets Frankrijk;;71aa2c1f7c2bd026; Freestyle ( 16-19 jaar) Moliets Surfing;560,00;675,00
464;Ok;04.05.2012 15:45:05;24.08.2012 00:00:00;34673d58ab2135cf;Moliets Frankrijk;;6d7c63bfae9202d1;Moliets Plage en Golfsurfcursus;80,00;675,00
464;Ok;04.05.2012 15:45:05;24.08.2012 00:00:00;34673d58ab2135cf;Moliets Frankrijk;;480b2fe069ca9e19;Eten en drinken uitgebreid 10 dgn;15,00;675,00
464;Ok;04.05.2012 15:45:05;24.08.2012 00:00:00;34673d58ab2135cf;Moliets Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;675,00
464;Ok;04.05.2012 15:45:05;24.08.2012 00:00:00;34673d58ab2135cf;Moliets Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;675,00
465;Ok;05.05.2012 13:01:51;27.07.2012 00:00:00;3623a115e7c53577;Zweden;;359ffbe1d4d3866f;Freestyle Zweden Expeditie;680,00;0,00
465;Ok;05.05.2012 13:01:51;27.07.2012 00:00:00;3623a115e7c53577;Zweden;;eb90f036392eeeae;Reserveringskosten;17,50;0,00
465;Ok;05.05.2012 13:01:51;27.07.2012 00:00:00;3623a115e7c53577;Zweden;;a91b026743fc98d0;Calamiteitenfonds;2,50;0,00
466;Ok;05.05.2012 20:48:16;15.06.2012 00:00:00;0010811d975ca2a8;Ardennen;;6dc37ffccd8f8373;Kort weekend of Midweek Pittige ritten;295,00;1.475,00
466;Ok;05.05.2012 20:48:16;15.06.2012 00:00:00;0010811d975ca2a8;Ardennen;;6dc37ffccd8f8373;Kort weekend of Midweek Pittige ritten;1.180,00;1.475,00
467;Ok;06.05.2012 20:37:54;13.08.2012 00:00:00;8034461b044cdd82;Canada Saskatchewan;;1f5324d93d081e6e;Annuleringsverzekering De Luxe;153,05;3.557,15
467;Ok;06.05.2012 20:37:54;13.08.2012 00:00:00;8034461b044cdd82;Canada Saskatchewan;;0a40ba0908143439;Poliskosten;3,00;3.557,15
467;Ok;06.05.2012 20:37:54;13.08.2012 00:00:00;8034461b044cdd82;Canada Saskatchewan;;830dc5e08cfdc687;Ranchweek Saskatchewan per nacht, 12 nachten;1.695,60;3.557,15
467;Ok;06.05.2012 20:37:54;13.08.2012 00:00:00;8034461b044cdd82;Canada Saskatchewan;;1bac0e8a53442b58;Transfer retour;115,00;3.557,15
467;Ok;06.05.2012 20:37:54;13.08.2012 00:00:00;8034461b044cdd82;Canada Saskatchewan;;9f5b802b6702b017;5% lokale belastingen;90,50;3.557,15
467;Ok;06.05.2012 20:37:54;13.08.2012 00:00:00;8034461b044cdd82;Canada Saskatchewan;;9dc22f3ff00c0a41;Lijnvlucht;1.475,00;3.557,15
467;Ok;06.05.2012 20:37:54;13.08.2012 00:00:00;8034461b044cdd82;Canada Saskatchewan;;fb6cff73f197d34e;Reserveringskosten vlucht;25,00;3.557,15
468;Ok;06.05.2012 21:06:00;04.08.2012 00:00:00;16867035ddd69bfd;Centraal Balkan Bulgarije;;94634d3f405cab0c;Trektocht Zingende Rotsen Centraal Balkan;1.540,00;1.540,00
469;Ok;07.05.2012 13:35:09;06.07.2012 00:00:00;fb6f94a0cd917afa;Estartit Spanje;;343ecb9d3c40611e;Estartit Jeugdvakantie Spanje;625,00;798,65
469;Ok;07.05.2012 13:35:09;06.07.2012 00:00:00;fb6f94a0cd917afa;Estartit Spanje;;5603505c44a65622;Dynamigo Estartit Plus;30,00;798,65
469;Ok;07.05.2012 13:35:09;06.07.2012 00:00:00;fb6f94a0cd917afa;Estartit Spanje;;eb90f036392eeeae;Reserveringskosten;17,50;798,65
469;Ok;07.05.2012 13:35:09;06.07.2012 00:00:00;fb6f94a0cd917afa;Estartit Spanje;;a91b026743fc98d0;Calamiteitenfonds;2,50;798,65
469;Ok;07.05.2012 13:35:09;06.07.2012 00:00:00;fb6f94a0cd917afa;Estartit Spanje;;9544dc2fe1d72592;Royal Class Bus;29,50;798,65
469;Ok;07.05.2012 13:35:09;06.07.2012 00:00:00;fb6f94a0cd917afa;Estartit Spanje;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;56,10;798,65
469;Ok;07.05.2012 13:35:09;06.07.2012 00:00:00;fb6f94a0cd917afa;Estartit Spanje;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;21,00;798,65
469;Ok;07.05.2012 13:35:09;06.07.2012 00:00:00;fb6f94a0cd917afa;Estartit Spanje;;6a947490a1c099cc;Schadelogiesverzekering;12,05;798,65
469;Ok;07.05.2012 13:35:09;06.07.2012 00:00:00;fb6f94a0cd917afa;Estartit Spanje;;9a54ba5423ffedcc;Poliskosten;5,00;798,65
470;Ok;07.05.2012 13:42:22;06.07.2012 00:00:00;3501fe900d777341;Estartit Spanje;;343ecb9d3c40611e;Estartit Jeugdvakantie Spanje;625,00;798,65
470;Ok;07.05.2012 13:42:22;06.07.2012 00:00:00;3501fe900d777341;Estartit Spanje;;eb90f036392eeeae;Reserveringskosten;17,50;798,65
470;Ok;07.05.2012 13:42:22;06.07.2012 00:00:00;3501fe900d777341;Estartit Spanje;;a91b026743fc98d0;Calamiteitenfonds;2,50;798,65
470;Ok;07.05.2012 13:42:22;06.07.2012 00:00:00;3501fe900d777341;Estartit Spanje;;9544dc2fe1d72592;Royal Class Bus;29,50;798,65
470;Ok;07.05.2012 13:42:22;06.07.2012 00:00:00;3501fe900d777341;Estartit Spanje;;5603505c44a65622;Dynamigo Estartit Plus;30,00;798,65
470;Ok;07.05.2012 13:42:22;06.07.2012 00:00:00;3501fe900d777341;Estartit Spanje;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;56,10;798,65
470;Ok;07.05.2012 13:42:22;06.07.2012 00:00:00;3501fe900d777341;Estartit Spanje;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;21,00;798,65
470;Ok;07.05.2012 13:42:22;06.07.2012 00:00:00;3501fe900d777341;Estartit Spanje;;6a947490a1c099cc;Schadelogiesverzekering;12,05;798,65
470;Ok;07.05.2012 13:42:22;06.07.2012 00:00:00;3501fe900d777341;Estartit Spanje;;9a54ba5423ffedcc;Poliskosten;5,00;798,65
471;Ok;07.05.2012 15:10:07;13.07.2012 00:00:00;805439359d9e28dd;Pittige Ritten Ardennen;;a4cbfe4a4be6c54b;Toeslag een-/tweepersoonskamer p n;30,00;620,00
471;Ok;07.05.2012 15:10:07;13.07.2012 00:00:00;805439359d9e28dd;Pittige Ritten Ardennen;;6dc37ffccd8f8373;Kort weekend of Midweek Pittige ritten;590,00;620,00
472;Ok;08.05.2012 12:34:54;06.07.2012 00:00:00;5c11efcc98b5dba5;Brighton Verenigd Koninkrijk;;d33099f244cd4e76;Dynamigo Brighton 10-13 en 13-16 jaar;1.780,00;1.800,00
472;Ok;08.05.2012 12:34:54;06.07.2012 00:00:00;5c11efcc98b5dba5;Brighton Verenigd Koninkrijk;;eb90f036392eeeae;Reserveringskosten;17,50;1.800,00
472;Ok;08.05.2012 12:34:54;06.07.2012 00:00:00;5c11efcc98b5dba5;Brighton Verenigd Koninkrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;1.800,00
473;Ok;08.05.2012 12:45:43;27.07.2012 00:00:00;24d15bde6750f089;Estartit Spanje;;8c799b3217e568f5;Freestyle Ultimate Fun ( 16-19 jaar);1.990,00;2.169,75
473;Ok;08.05.2012 12:45:43;27.07.2012 00:00:00;24d15bde6750f089;Estartit Spanje;;eb90f036392eeeae;Reserveringskosten;17,50;2.169,75
473;Ok;08.05.2012 12:45:43;27.07.2012 00:00:00;24d15bde6750f089;Estartit Spanje;;a91b026743fc98d0;Calamiteitenfonds;2,50;2.169,75
473;Ok;08.05.2012 12:45:43;27.07.2012 00:00:00;24d15bde6750f089;Estartit Spanje;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;154,75;2.169,75
473;Ok;08.05.2012 12:45:43;27.07.2012 00:00:00;24d15bde6750f089;Estartit Spanje;;9a54ba5423ffedcc;Poliskosten;5,00;2.169,75
474;Ok;09.05.2012 20:12:20;18.08.2012 00:00:00;f569dd4ca42c1b59;Duitsland Emsland;;ada22b8f9419284e;Weekend Westernranch;429,00;0,00
474;Ok;09.05.2012 20:12:20;18.08.2012 00:00:00;f569dd4ca42c1b59;Duitsland Emsland;;c8297c6b4eac70c7;Reisverzekering Europa;15,00;0,00
474;Ok;09.05.2012 20:12:20;18.08.2012 00:00:00;f569dd4ca42c1b59;Duitsland Emsland;;0a40ba0908143439;Poliskosten;3,00;0,00
474;Ok;09.05.2012 20:12:20;18.08.2012 00:00:00;f569dd4ca42c1b59;Duitsland Emsland;;1f5324d93d081e6e;Annuleringsverzekering De Luxe;19,31;0,00
475;Ok;14.05.2012 10:11:27;06.07.2012 00:00:00;c9d05e555b76fa5b;Montpellier Frankrijk;;15be2a3729b3f4c7;Dynamigo Montpellier ;1.540,00;1.706,40
475;Ok;14.05.2012 10:11:27;06.07.2012 00:00:00;c9d05e555b76fa5b;Montpellier Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;1.706,40
475;Ok;14.05.2012 10:11:27;06.07.2012 00:00:00;c9d05e555b76fa5b;Montpellier Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;1.706,40
475;Ok;14.05.2012 10:11:27;06.07.2012 00:00:00;c9d05e555b76fa5b;Montpellier Frankrijk;;9544dc2fe1d72592;Royal Class Bus;59,00;1.706,40
475;Ok;14.05.2012 10:11:27;06.07.2012 00:00:00;c9d05e555b76fa5b;Montpellier Frankrijk;;9a54ba5423ffedcc;Annuleringsverzekering Luca Bouwens;61,40;1.706,40
475;Ok;14.05.2012 10:11:27;06.07.2012 00:00:00;c9d05e555b76fa5b;Montpellier Frankrijk;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering L. BOuwens;21,00;1.706,40
475;Ok;14.05.2012 10:11:27;06.07.2012 00:00:00;c9d05e555b76fa5b;Montpellier Frankrijk;;9a54ba5423ffedcc;Poliskosten;5,00;1.706,40
476;Ok;14.05.2012 14:53:37;18.08.2012 00:00:00;4921ee93741f10d6;Transsylvanie Roemenie;;efe137353576f68f;Combi trektocht;2.835,00;2.835,00
477;Ok;14.05.2012 15:13:13;05.08.2012 00:00:00;fb292c1d83c86d51;Wyoming Verenigde Staten;;63b3f483f89e534a;Ranchweek Bitterroot Ranch;6.540,00;6.110,75
477;Ok;14.05.2012 15:13:13;05.08.2012 00:00:00;fb292c1d83c86d51;Wyoming Verenigde Staten;;63b3f483f89e534a;Ranchweek Bitterroot Ranch Kinderkorting;-1.226,25;6.110,75
477;Ok;14.05.2012 15:13:13;05.08.2012 00:00:00;fb292c1d83c86d51;Wyoming Verenigde Staten;;4adddbf90ea61b15;15% Service Charge;797,00;6.110,75
478;Ok;16.05.2012 13:21:44;03.08.2012 00:00:00;3623a115e7c53577;Axat Frankrijk;;a39ed08f8e8ca8c8;Freestyle Axat Multi Action ( 16-19 jaar);695,00;744,50
478;Ok;16.05.2012 13:21:44;03.08.2012 00:00:00;3623a115e7c53577;Axat Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;744,50
478;Ok;16.05.2012 13:21:44;03.08.2012 00:00:00;3623a115e7c53577;Axat Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;744,50
478;Ok;16.05.2012 13:21:44;03.08.2012 00:00:00;3623a115e7c53577;Axat Frankrijk;;9544dc2fe1d72592;Royal Class Bus;29,50;744,50
479;Ok;16.05.2012 14:08:26;03.08.2012 00:00:00;570a27af75a71111;Brighton Verenigd Koninkrijk;;d33099f244cd4e76;Dynamigo Brighton 10-13 en 13-16 jaar;885,00;1.002,50
479;Ok;16.05.2012 14:08:26;03.08.2012 00:00:00;570a27af75a71111;Brighton Verenigd Koninkrijk;;eb90f036392eeeae;Reserveringskosten;17,50;1.002,50
479;Ok;16.05.2012 14:08:26;03.08.2012 00:00:00;570a27af75a71111;Brighton Verenigd Koninkrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;1.002,50
479;Ok;16.05.2012 14:08:26;03.08.2012 00:00:00;570a27af75a71111;Brighton Verenigd Koninkrijk;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;71,50;1.002,50
479;Ok;16.05.2012 14:08:26;03.08.2012 00:00:00;570a27af75a71111;Brighton Verenigd Koninkrijk;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;21,00;1.002,50
479;Ok;16.05.2012 14:08:26;03.08.2012 00:00:00;570a27af75a71111;Brighton Verenigd Koninkrijk;;9a54ba5423ffedcc;Poliskosten;5,00;1.002,50
480;Ok;16.05.2012 14:31:18;13.07.2012 00:00:00;523a06ae98fe6e31;Blanes, Spanje;;eb90f036392eeeae;Reserveringskosten;17,50;774,76
480;Ok;16.05.2012 14:31:18;13.07.2012 00:00:00;523a06ae98fe6e31;Blanes, Spanje;;a91b026743fc98d0;Calamiteitenfonds;2,50;774,76
480;Ok;16.05.2012 14:31:18;13.07.2012 00:00:00;523a06ae98fe6e31;Blanes, Spanje;;9544dc2fe1d72592;Royal Class Bus;29,50;774,76
480;Ok;16.05.2012 14:31:18;13.07.2012 00:00:00;523a06ae98fe6e31;Blanes, Spanje;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;55,26;774,76
480;Ok;16.05.2012 14:31:18;13.07.2012 00:00:00;523a06ae98fe6e31;Blanes, Spanje;;9a54ba5423ffedcc;Poliskosten;5,00;774,76
480;Ok;16.05.2012 14:31:18;13.07.2012 00:00:00;523a06ae98fe6e31;Blanes, Spanje;;36cd63c4baf9ef0d;Freestyle Blanes ( 16-19 jaar);665,00;774,76
481;Ok;16.05.2012 14:44:23;13.07.2012 00:00:00;0ce266b9125db168;Spanje;;b093e413e66d9daa;Dynamigo Voetbal Espana;675,00;758,82
481;Ok;16.05.2012 14:44:23;13.07.2012 00:00:00;0ce266b9125db168;Spanje;;6af32fe3c55410ee;Toeslag Camp Nou;22,00;758,82
481;Ok;16.05.2012 14:44:23;13.07.2012 00:00:00;0ce266b9125db168;Spanje;;eb90f036392eeeae;Reserveringskosten;17,50;758,82
481;Ok;16.05.2012 14:44:23;13.07.2012 00:00:00;0ce266b9125db168;Spanje;;a91b026743fc98d0;Calamiteitenfonds;2,50;758,82
481;Ok;16.05.2012 14:44:23;13.07.2012 00:00:00;0ce266b9125db168;Spanje;;9544dc2fe1d72592;Royal Class Bus;29,50;758,82
481;Ok;16.05.2012 14:44:23;13.07.2012 00:00:00;0ce266b9125db168;Spanje;;6a947490a1c099cc;Schadelogiesverzekering;12,32;758,82
482;Ok;16.05.2012 15:22:38;13.07.2012 00:00:00;4dec1b0133bdc1b0;Spanje;;b093e413e66d9daa;Dynamigo Voetbal Espana;675,00;746,50
482;Ok;16.05.2012 15:22:38;13.07.2012 00:00:00;4dec1b0133bdc1b0;Spanje;;eb90f036392eeeae;Reserveringskosten;17,50;746,50
482;Ok;16.05.2012 15:22:38;13.07.2012 00:00:00;4dec1b0133bdc1b0;Spanje;;a91b026743fc98d0;Calamiteitenfonds;2,50;746,50
482;Ok;16.05.2012 15:22:38;13.07.2012 00:00:00;4dec1b0133bdc1b0;Spanje;;9544dc2fe1d72592;Royal Class Bus;29,50;746,50
482;Ok;16.05.2012 15:22:38;13.07.2012 00:00:00;4dec1b0133bdc1b0;Spanje;;6af32fe3c55410ee;Toeslag Camp Nou;22,00;746,50
483;Ok;16.05.2012 16:25:47;10.08.2012 00:00:00;d27154f074f389d0;Argeles Frankrijk;;5fba39f25cb8c49f;Freestyle Argeles sur Mer Strandvakantie (16-19 jaar);1.240,00;1.515,06
483;Ok;16.05.2012 16:25:47;10.08.2012 00:00:00;d27154f074f389d0;Argeles Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;1.515,06
483;Ok;16.05.2012 16:25:47;10.08.2012 00:00:00;d27154f074f389d0;Argeles Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;1.515,06
483;Ok;16.05.2012 16:25:47;10.08.2012 00:00:00;d27154f074f389d0;Argeles Frankrijk;;37e4c4420176332b;Argeles Plus Activiteitenpakket;100,00;1.515,06
483;Ok;16.05.2012 16:25:47;10.08.2012 00:00:00;d27154f074f389d0;Argeles Frankrijk;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;108,06;1.515,06
483;Ok;16.05.2012 16:25:47;10.08.2012 00:00:00;d27154f074f389d0;Argeles Frankrijk;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;42,00;1.515,06
483;Ok;16.05.2012 16:25:47;10.08.2012 00:00:00;d27154f074f389d0;Argeles Frankrijk;;9a54ba5423ffedcc;Poliskosten;5,00;1.515,06
484;Ok;16.05.2012 17:02:47;29.06.2012 00:00:00;292d1accf827c5bc;Moliets Frankrijk;;a8976c59bbe14982;Dynamigo Moliets Surfing (10-13 en 13-16 jaar);560,00;750,00
484;Ok;16.05.2012 17:02:47;29.06.2012 00:00:00;292d1accf827c5bc;Moliets Frankrijk;;6d7c63bfae9202d1;Moliets Plage en Golfsurfcursus;80,00;750,00
484;Ok;16.05.2012 17:02:47;29.06.2012 00:00:00;292d1accf827c5bc;Moliets Frankrijk;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;21,00;750,00
484;Ok;16.05.2012 17:02:47;29.06.2012 00:00:00;292d1accf827c5bc;Moliets Frankrijk;;9a54ba5423ffedcc;Poliskosten;5,00;750,00
484;Ok;16.05.2012 17:02:47;29.06.2012 00:00:00;292d1accf827c5bc;Moliets Frankrijk;;eb90f036392eeeae;Reserveringskosten;17,50;750,00
484;Ok;16.05.2012 17:02:47;29.06.2012 00:00:00;292d1accf827c5bc;Moliets Frankrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;750,00
484;Ok;16.05.2012 17:02:47;29.06.2012 00:00:00;292d1accf827c5bc;Moliets Frankrijk;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;52,68;750,00
484;Ok;16.05.2012 17:02:47;29.06.2012 00:00:00;292d1accf827c5bc;Moliets Frankrijk;;6a947490a1c099cc;Schadelogiesverzekering;11,32;750,00
485;Ok;16.05.2012 17:12:38;06.07.2012 00:00:00;914db59bb9d264d3;Brighton Verenigd Koninkrijk;;d33099f244cd4e76;Dynamigo Brighton 10-13 en 13-16 jaar;885,00;1.017,86
485;Ok;16.05.2012 17:12:38;06.07.2012 00:00:00;914db59bb9d264d3;Brighton Verenigd Koninkrijk;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;71,50;1.017,86
485;Ok;16.05.2012 17:12:38;06.07.2012 00:00:00;914db59bb9d264d3;Brighton Verenigd Koninkrijk;;9a54ba5423ffedcc;Poliskosten;5,00;1.017,86
485;Ok;16.05.2012 17:12:38;06.07.2012 00:00:00;914db59bb9d264d3;Brighton Verenigd Koninkrijk;;eb90f036392eeeae;Reserveringskosten;17,50;1.017,86
485;Ok;16.05.2012 17:12:38;06.07.2012 00:00:00;914db59bb9d264d3;Brighton Verenigd Koninkrijk;;a91b026743fc98d0;Calamiteitenfonds;2,50;1.017,86
485;Ok;16.05.2012 17:12:38;06.07.2012 00:00:00;914db59bb9d264d3;Brighton Verenigd Koninkrijk;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;21,00;1.017,86
485;Ok;16.05.2012 17:12:38;06.07.2012 00:00:00;914db59bb9d264d3;Brighton Verenigd Koninkrijk;;6a947490a1c099cc;Schadelogiesverzekering;15,36;1.017,86
486;Ok;16.05.2012 18:06:08;21.07.2012 00:00:00;0fbba2501a0159da;Ardennen Merens;;eb90f036392eeeae;Reserveringskosten;17,50;615,00
486;Ok;16.05.2012 18:06:08;21.07.2012 00:00:00;0fbba2501a0159da;Ardennen Merens;;7b29048b0f074511;Dynamigo Paardenkamp Merens Ardennen;595,00;615,00
486;Ok;16.05.2012 18:06:08;21.07.2012 00:00:00;0fbba2501a0159da;Ardennen Merens;;a91b026743fc98d0;Calamiteitenfonds;2,50;615,00
487;Ok;20.05.2012 14:24:38;18.06.2012 00:00:00;88382459d9f5aa42;Ardennen Western rijden;;01301a291e313fe6;Lange Midweek Western Ranch Ardennen;740,00;740,00
488;Ok;20.05.2012 14:44:43;14.09.2012 00:00:00;43ca59b917b63726;Ardennen Ontdekken;;2870c07f2bbde30a;Paardrijweekend kamer op indeling, groepskamer;1.500,00;1.500,00
489;Ok;20.05.2012 15:50:54;21.07.2012 00:00:00;3c7c6d79e6e02224;Big Five Safari Zuid Afrika;;577ed510b8bda5d8;Big Five Safari;3.118,00;3.229,38
489;Ok;20.05.2012 15:50:54;21.07.2012 00:00:00;3c7c6d79e6e02224;Big Five Safari Zuid Afrika;;4a7f71bf6c292efb;Transfer Hoedspruit enkele reis;111,38;3.229,38
490;Ok;20.05.2012 16:03:33;25.08.2012 00:00:00;3ae5b4eee1ebd781;Centraal Balkan Bulgarije;;def3d0afc5a44821;Balkan Trail Centraal Balkan;845,00;770,00
490;Ok;20.05.2012 16:03:33;25.08.2012 00:00:00;3ae5b4eee1ebd781;Centraal Balkan Bulgarije;;def3d0afc5a44821;Korting;-75,00;770,00
491;Ok;21.05.2012 10:53:30;21.07.2012 00:00:00;40f75a47a6ba05c9;Hongarije;;6ee4b7688d9819cb;week Huifkar over de Poesta, Logies;725,00;725,00
492;Ok;21.05.2012 13:25:15;28.07.2012 00:00:00;5119682ca6d7ca7b;Zeeland Burgh Haamstede;;1f5324d93d081e6e;Annuleringsverzekering De Luxe;8,19;193,19
492;Ok;21.05.2012 13:25:15;28.07.2012 00:00:00;5119682ca6d7ca7b;Zeeland Burgh Haamstede;;078cd33aaf1e5a44;Weekende paardrijden 8 uur, logies en ontbijt;182,00;193,19
492;Ok;21.05.2012 13:25:15;28.07.2012 00:00:00;5119682ca6d7ca7b;Zeeland Burgh Haamstede;;0a40ba0908143439;Poliskosten;3,00;193,19
493;Ok;21.05.2012 13:58:43;22.08.2012 00:00:00;55f24ecf717f8c0b;Ijslanders Ardennen;;1f5324d93d081e6e;Annuleringsverzekering De Luxe;41,85;974,85
493;Ok;21.05.2012 13:58:43;22.08.2012 00:00:00;55f24ecf717f8c0b;Ijslanders Ardennen;;0a40ba0908143439;Poliskosten;3,00;974,85
493;Ok;21.05.2012 13:58:43;22.08.2012 00:00:00;55f24ecf717f8c0b;Ijslanders Ardennen;;79bb614e98f11d65;Paardrijweekend IJslanders Ardennen;930,00;974,85
494;Ok;21.05.2012 14:46:00;09.08.2012 00:00:00;5ac18e3dedddc2dd;Ardennen, Belgie;;a4cbfe4a4be6c54b;Toeslag een-/tweepersoonskamer p n;45,00;286,65
494;Ok;21.05.2012 14:46:00;09.08.2012 00:00:00;5ac18e3dedddc2dd;Ardennen, Belgie;;0a40ba0908143439;Poliskosten;3,00;286,65
494;Ok;21.05.2012 14:46:00;09.08.2012 00:00:00;5ac18e3dedddc2dd;Ardennen, Belgie;;9bb55c5aa3ba895e;Lang Weekend Pittige ritten Ruiter;870,00;286,65
