Dos. nr.;DossierStatus;Boekingsdatum;Vertrekdatum;Volledige naam klant;Bestemming;ArticlePoNummer;Artikelcode;Omschrijving;Artikelprijs;Totaal dossier
613;Ok;26.07.2012 13:27:08;18.08.2012 00:00:00;8d080fae207c4d79;Dordogne Frankrijk;;0ae6d9e358376a70;Zomerweek halve dagtochten;785,00;1.186,50
613;Ok;26.07.2012 13:27:08;18.08.2012 00:00:00;8d080fae207c4d79;Dordogne Frankrijk;;f9d1d5e8172ec360;eenpersoonskamer;87,50;1.186,50
613;Ok;26.07.2012 13:27:08;18.08.2012 00:00:00;8d080fae207c4d79;Dordogne Frankrijk;;;Retour Rotterdam CS - Brive la Gaillarde;289,00;1.186,50
613;Ok;26.07.2012 13:27:08;18.08.2012 00:00:00;8d080fae207c4d79;Dordogne Frankrijk;;;Reserveringskosten;25,00;1.186,50
614;Ok;26.07.2012 14:51:04;15.09.2012 00:00:00;bfc053e905c895cf;Alentejo Portugal ;;5415c1ef4186a82b;Dressuurweek D speciaal programma volpension hoogseizoen;994,50;1.128,50
614;Ok;26.07.2012 14:51:04;15.09.2012 00:00:00;bfc053e905c895cf;Alentejo Portugal ;;99117dd69afd1df6;Eenpersoonskamer ;134,00;1.128,50
615;Ok;26.07.2012 15:36:27;25.08.2012 00:00:00;368c449ae2ea5407;Centraal Balkan Bulgarije;;def3d0afc5a44821;Balkan Trail Centraal Balkan;845,00;770,00
615;Ok;26.07.2012 15:36:27;25.08.2012 00:00:00;368c449ae2ea5407;Centraal Balkan Bulgarije;;def3d0afc5a44821;Balkan Trail Korting;-75,00;770,00
616;Ok;27.07.2012 12:47:46;08.08.2012 00:00:00;7e3ec2deec8a99c7;Chianti Italie;;1afbcfdf0d365057;Standplaatsweek appartement logies ontbijt 10 uur rijden;750,00;750,00
617;Ok;30.07.2012 15:57:32;30.07.2012 00:00:00;3623a115e7c53577;Lago di Garda Italie;;572c18f970057eb1;Freestyle (16-19 jaar) Lago di Garda;695,00;783,21
617;Ok;30.07.2012 15:57:32;30.07.2012 00:00:00;3623a115e7c53577;Lago di Garda Italie;;a91b026743fc98d0;Calamiteitenfonds;2,50;783,21
617;Ok;30.07.2012 15:57:32;30.07.2012 00:00:00;3623a115e7c53577;Lago di Garda Italie;;eb90f036392eeeae;Reserveringskosten;17,50;783,21
617;Ok;30.07.2012 15:57:32;30.07.2012 00:00:00;3623a115e7c53577;Lago di Garda Italie;;9544dc2fe1d72592;Royal Class Bus;29,50;783,21
617;Ok;30.07.2012 15:57:32;30.07.2012 00:00:00;3623a115e7c53577;Lago di Garda Italie;;6a947490a1c099cc;Schadelogiesverzekering;12,71;783,21
617;Ok;30.07.2012 15:57:32;30.07.2012 00:00:00;3623a115e7c53577;Lago di Garda Italie;;15584e9c49c55a79;Aktiviteitenpakket Bergen en Aktief;0,00;783,21
617;Ok;30.07.2012 15:57:32;30.07.2012 00:00:00;3623a115e7c53577;Lago di Garda Italie;;c3216a95995ce64e;Europeesche Aflopende Reisverzekering;21,00;783,21
617;Ok;30.07.2012 15:57:32;30.07.2012 00:00:00;3623a115e7c53577;Lago di Garda Italie;;9a54ba5423ffedcc;Poliskosten;5,00;783,21
617;Ok;30.07.2012 15:57:32;30.07.2012 00:00:00;3623a115e7c53577;Lago di Garda Italie;;480b2fe069ca9e19;Eten en drinken uitgebreid 10 dgn;0,00;783,21
618;Ok;30.07.2012 22:11:07;01.08.2012 00:00:00;d862f50733489fc4;Zeeland;;401e5ae439716d64;Kort paardrijweekend 1 nachjt L/O 6 uur rijden;121,00;121,00
619;Ok;31.07.2012 10:31:30;18.08.2012 00:00:00;c91c74db40cf09bd;Galway Ierland;;89caeea83c457627;Galway Huifkarweek Hoogseizoen;900,00;1.335,46
619;Ok;31.07.2012 10:31:30;18.08.2012 00:00:00;c91c74db40cf09bd;Galway Ierland;;6a21db86ef510efe;Vlucht Ryanair;272,46;1.335,46
619;Ok;31.07.2012 10:31:30;18.08.2012 00:00:00;c91c74db40cf09bd;Galway Ierland;;6a21db86ef510efe;reserveringskosten;25,00;1.335,46
619;Ok;31.07.2012 10:31:30;18.08.2012 00:00:00;c91c74db40cf09bd;Galway Ierland;;b350726102ee4f88;Bagagefee per koffer max 15 kg;100,00;1.335,46
619;Ok;31.07.2012 10:31:30;18.08.2012 00:00:00;c91c74db40cf09bd;Galway Ierland;;;Busretour Dublin Airport - Loughrea;38,00;1.335,46
620;Ok;31.07.2012 14:11:21;21.09.2012 00:00:00;c690abba539e3af3;Jordanie;;c91d385eee9cfe31;Trektocht Wadi Rum en Petra;1.368,00;2.152,00
620;Ok;31.07.2012 14:11:21;21.09.2012 00:00:00;c690abba539e3af3;Jordanie;;fb6cff73f197d34e;Reserveringskosten vlucht;25,00;2.152,00
620;Ok;31.07.2012 14:11:21;21.09.2012 00:00:00;c690abba539e3af3;Jordanie;;c91d385eee9cfe31;Eenpersoonskamer /-tent;114,00;2.152,00
620;Ok;31.07.2012 14:11:21;21.09.2012 00:00:00;c690abba539e3af3;Jordanie;;9dc22f3ff00c0a41;Lijnvlucht Royal Jordanian;645,00;2.152,00
621;Ok;01.08.2012 12:12:02;25.08.2012 00:00:00;fe833a82080516e5;Portugal;;e8223b528d6f9eba;KLassieke Dressuurlessen 10 lessen, volpension;1.149,00;1.149,00
622;Ok;01.08.2012 12:32:03;03.08.2012 00:00:00;aa88aa84b55061b7;Western Ranch Ardennen;;ec5bf082c4d8bae6;Weekend Western Ranch in Cabin Bunkhouse;540,00;540,00
623;Ok;01.08.2012 13:44:05;10.08.2012 00:00:00;4c9fc27071c47ff5;`Brabant;;aae72f7aa6dca586;Paardijweekend Brabant;440,00;440,00
624;Ok;01.08.2012 15:01:16;14.09.2012 00:00:00;57554bd7494b866e;Brabant Loonse en Drunense Duinen;;c8297c6b4eac70c7;Reisverzekering Europa;15,00;678,00
624;Ok;01.08.2012 15:01:16;14.09.2012 00:00:00;57554bd7494b866e;Brabant Loonse en Drunense Duinen;;dcfe23e99ef09736;Paardrijweekend A - 9 uur rijden, driepersoonskamer;660,00;678,00
624;Ok;01.08.2012 15:01:16;14.09.2012 00:00:00;57554bd7494b866e;Brabant Loonse en Drunense Duinen;;0a40ba0908143439;Poliskosten;3,00;678,00
625;Ok;02.08.2012 11:11:21;08.08.2012 00:00:00;0845ea777149ddfb;Pyreneeen ;;;Begeleide trektocht, kamer op indeling;895,00;1.250,09
625;Ok;02.08.2012 11:11:21;08.08.2012 00:00:00;0845ea777149ddfb;Pyreneeen ;;;Transfer ter plaatse te betalen;0,00;1.250,09
625;Ok;02.08.2012 11:11:21;08.08.2012 00:00:00;0845ea777149ddfb;Pyreneeen ;;aea26b5756bd0feb;Combinatieverzekering de Luxe;70,59;1.250,09
625;Ok;02.08.2012 11:11:21;08.08.2012 00:00:00;0845ea777149ddfb;Pyreneeen ;;;ticket Amsterdam - Toulouse;256,50;1.250,09
625;Ok;02.08.2012 11:11:21;08.08.2012 00:00:00;0845ea777149ddfb;Pyreneeen ;;;Reserveringskosten vlucht;25,00;1.250,09
625;Ok;02.08.2012 11:11:21;08.08.2012 00:00:00;0845ea777149ddfb;Pyreneeen ;;0a40ba0908143439;Poliskosten;3,00;1.250,09
626;Ok;03.08.2012 15:03:00;13.08.2012 00:00:00;257e41298332ba4a;Duitsland Western Ranch;;e01322b6839bc507;Midweek Western Ranch Duitsland;918,00;918,00
627;Ok;03.08.2012 15:08:01;28.08.2012 00:00:00;d3e794685ea58029;Canada Quebec;;a9550835f29f34b0;Paardrijweek;866,00;866,00
629;Ok;03.08.2012 15:24:53;10.08.2012 00:00:00;b50cf2c9f54940f8;Axat;;eb90f036392eeeae;Reserveringskosten;17,50;807,06
629;Ok;03.08.2012 15:24:53;10.08.2012 00:00:00;b50cf2c9f54940f8;Axat;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;57,56;807,06
629;Ok;03.08.2012 15:24:53;10.08.2012 00:00:00;b50cf2c9f54940f8;Axat;;a39ed08f8e8ca8c8;Freestyle Axat Multi Action ( 16-19 jaar);695,00;807,06
629;Ok;03.08.2012 15:24:53;10.08.2012 00:00:00;b50cf2c9f54940f8;Axat;;a91b026743fc98d0;Calamiteitenfonds;2,50;807,06
629;Ok;03.08.2012 15:24:53;10.08.2012 00:00:00;b50cf2c9f54940f8;Axat;;9544dc2fe1d72592;Royal Class Bus;29,50;807,06
629;Ok;03.08.2012 15:24:53;10.08.2012 00:00:00;b50cf2c9f54940f8;Axat;;9a54ba5423ffedcc;Poliskosten;5,00;807,06
630;Ok;04.08.2012 08:46:32;15.09.2012 00:00:00;07e5ddc34604ecb3;Alentejo Portugal;;a77a219281de2836;Dressuurweek A Volpension Aanbieding;697,00;831,00
630;Ok;04.08.2012 08:46:32;15.09.2012 00:00:00;07e5ddc34604ecb3;Alentejo Portugal;;99117dd69afd1df6;Eenpersoonskamer ;134,00;831,00
631;Ok;04.08.2012 09:00:20;30.09.2012 00:00:00;5dcd9e639ae25cdd;Catalonie;;f63653de851d47d3;Toeslag Hoogseizoen;320,00;1.920,00
631;Ok;04.08.2012 09:00:20;30.09.2012 00:00:00;5dcd9e639ae25cdd;Catalonie;;db3f84c41758f368;Standplaats met 2 daagse trektocht Catalonië;1.600,00;1.920,00
632;Ok;05.08.2012 11:45:04;07.08.2012 00:00:00;fca1a23c09b1ad50;Western Ranch Ardennen;;b69f675232f12283;Midweek;250,00;250,00
633;Ok;09.08.2012 13:53:36;09.09.2012 00:00:00;d28fc5cb04c917c0;Catalonie Spanje;;bb3354ffaf97009c;Toeslag Hoogseizoen Trektocht;320,00;2.380,00
633;Ok;09.08.2012 13:53:36;09.09.2012 00:00:00;d28fc5cb04c917c0;Catalonie Spanje;;ca4e28d3d4b26b29;Trektocht van de Bergen naar de Zee Catalonië;2.060,00;2.380,00
634;Ok;10.08.2012 11:34:25;28.09.2012 00:00:00;44d6c3648c0b5d67;Ardennen ontdekken;;2870c07f2bbde30a;Paardrijweekend kamer op indeling, groepskamer;750,00;750,00
635;Ok;13.08.2012 16:23:52;24.08.2012 00:00:00;dbb1cfb94ed35943;Brabantse  Land;;aae72f7aa6dca586;Paardijweekend Brabant;440,00;0,00
635;Ok;13.08.2012 16:23:52;24.08.2012 00:00:00;dbb1cfb94ed35943;Brabantse  Land;;0a40ba0908143439;Poliskosten;3,00;0,00
635;Ok;13.08.2012 16:23:52;24.08.2012 00:00:00;dbb1cfb94ed35943;Brabantse  Land;;1f5324d93d081e6e;Annuleringsverzekering De Luxe;19,80;0,00
636;Ok;13.08.2012 16:44:47;28.09.2012 00:00:00;0fc88f5555cf0c75;Brabantse land;;aae72f7aa6dca586;Paardijweekend Brabant in huisje;1.400,00;1.400,00
637;Ok;13.08.2012 17:04:34;03.09.2012 00:00:00;2a975cfb3f603988;Westernranch Duitsland;;e01322b6839bc507;Midweek Western Ranch Duitsland;459,00;606,14
637;Ok;13.08.2012 17:04:34;03.09.2012 00:00:00;2a975cfb3f603988;Westernranch Duitsland;;aea26b5756bd0feb;Combinatieverzekering de Luxe;34,14;606,14
637;Ok;13.08.2012 17:04:34;03.09.2012 00:00:00;2a975cfb3f603988;Westernranch Duitsland;;1076a44263007de3;Eenpersoonskamertoeslag  per nacht;110,00;606,14
637;Ok;13.08.2012 17:04:34;03.09.2012 00:00:00;2a975cfb3f603988;Westernranch Duitsland;;0a40ba0908143439;Poliskosten;3,00;606,14
638;Ok;13.08.2012 17:31:22;27.08.2012 00:00:00;1d126d724ef15285;Frankrijk;;2759b1b18e51e57d;MIdweek 1 ruiter, 1 niet ruiter standaard kamer;1.422,00;1.422,00
639;Ok;14.08.2012 09:47:35;24.08.2012 00:00:00;2e0b348545fc9bfd;Twente;;d8884926b1b96e65;Standplaatsweekend Twente;260,00;0,00
640;Ok;14.08.2012 15:16:01;30.07.2012 00:00:00;aa7ff2720e52d244;Faro - Weeze enkele reis 30/7;;6a21db86ef510efe;Vlucht Ryanair Gerald van der Heijden;298,97;298,97
641;Ok;14.08.2012 15:23:22;29.09.2012 00:00:00;aa7ff2720e52d244;Allghero sardinië;;6a21db86ef510efe;Vlucht Ryanair naamswijziging Rianne Riff - Petrus de Groot;110,00;110,00
642;Ok;16.08.2012 16:31:19;28.08.2012 00:00:00;6e5c49dde46c8607;Western rijden in de Ardennen;;b69f675232f12283;Midweek;250,00;285,00
642;Ok;16.08.2012 16:31:19;28.08.2012 00:00:00;6e5c49dde46c8607;Western rijden in de Ardennen;;;Extra overnachting logies en ontbijt;35,00;285,00
643;Ok;17.08.2012 10:43:53;17.08.2012 00:00:00;84bcc822bb68a20d;Estartit Spanje;;823e445aa3a2f7e9;Freestyle Estartit 10 dagen;640,00;716,07
643;Ok;17.08.2012 10:43:53;17.08.2012 00:00:00;84bcc822bb68a20d;Estartit Spanje;;eb90f036392eeeae;Reserveringskosten;17,50;716,07
643;Ok;17.08.2012 10:43:53;17.08.2012 00:00:00;84bcc822bb68a20d;Estartit Spanje;;a91b026743fc98d0;Calamiteitenfonds;2,50;716,07
643;Ok;17.08.2012 10:43:53;17.08.2012 00:00:00;84bcc822bb68a20d;Estartit Spanje;;6d950cbe51b7b604;Garantie-Annuleringsverzekering;51,07;716,07
643;Ok;17.08.2012 10:43:53;17.08.2012 00:00:00;84bcc822bb68a20d;Estartit Spanje;;9a54ba5423ffedcc;Poliskosten;5,00;716,07
644;Ok;21.08.2012 10:28:08;21.09.2012 00:00:00;14bb50d4af1a1768;Jordanie Petra en Wadi Rum;;c91d385eee9cfe31;Trektocht Wadi Rum en Petra;1.368,00;2.163,28
644;Ok;21.08.2012 10:28:08;21.09.2012 00:00:00;14bb50d4af1a1768;Jordanie Petra en Wadi Rum;;9dc22f3ff00c0a41;Lijnvlucht Royal Jordanian;645,00;2.163,28
644;Ok;21.08.2012 10:28:08;21.09.2012 00:00:00;14bb50d4af1a1768;Jordanie Petra en Wadi Rum;;fb6cff73f197d34e;Reserveringskosten vlucht;25,00;2.163,28
644;Ok;21.08.2012 10:28:08;21.09.2012 00:00:00;14bb50d4af1a1768;Jordanie Petra en Wadi Rum;;aea26b5756bd0feb;Combinatieverzekering de Luxe;122,28;2.163,28
644;Ok;21.08.2012 10:28:08;21.09.2012 00:00:00;14bb50d4af1a1768;Jordanie Petra en Wadi Rum;;0a40ba0908143439;Poliskosten;3,00;2.163,28
645;Ok;21.08.2012 12:06:30;09.09.2012 00:00:00;544788e96e9a64e4;Toscane Italié;;b8eea509094e083a;Joyce Programma D aangepast 7 lessen, 1 buitenrit halfpension;1.147,00;1.648,00
645;Ok;21.08.2012 12:06:30;09.09.2012 00:00:00;544788e96e9a64e4;Toscane Italié;;804b2c82e23b5c67;Niet ruiter Halfpension 3 nachten;588,00;1.648,00
645;Ok;21.08.2012 12:06:30;09.09.2012 00:00:00;544788e96e9a64e4;Toscane Italié;;804b2c82e23b5c67;Korting;-87,00;1.648,00
646;Ok;21.08.2012 14:52:24;04.09.2012 00:00:00;d28fc5cb04c917c0;Catalonie Pyreneeen Spanje;;c7a993172f9f9037;Pyreneeën Trektocht 4/9 t/m 9/9;1.620,00;2.540,96
646;Ok;21.08.2012 14:52:24;04.09.2012 00:00:00;d28fc5cb04c917c0;Catalonie Pyreneeen Spanje;;76c3eec6cbe78c56;Extra Nacht halfpension;200,00;2.540,96
646;Ok;21.08.2012 14:52:24;04.09.2012 00:00:00;d28fc5cb04c917c0;Catalonie Pyreneeen Spanje;;e54031dc7470d67e;Autohuur Sunny Cars;237,00;2.540,96
646;Ok;21.08.2012 14:52:24;04.09.2012 00:00:00;d28fc5cb04c917c0;Catalonie Pyreneeen Spanje;;;Amsterdam - Barcelona incl bagage;458,96;2.540,96
646;Ok;21.08.2012 14:52:24;04.09.2012 00:00:00;d28fc5cb04c917c0;Catalonie Pyreneeen Spanje;;;Reserveringskosten;25,00;2.540,96
647;Ok;21.08.2012 15:11:25;08.09.2012 00:00:00;5f7aad9561d410e6;Zeeland;;401e5ae439716d64;Kort paardrijweekend 1 nachjt L/O 6 uur rijden;242,00;242,00
648;Ok;22.08.2012 12:55:39;12.05.2012 00:00:00;8dbad7043c73834e;Toscane;;804b2c82e23b5c67;Commission non rider paid directly;121,80;121,80
649;Ok;22.08.2012 14:29:41;30.09.2012 00:00:00;5562c93f09424492;Catalonië Spanje;;db3f84c41758f368;Annulering Standplaats met 2 daagse trektocht Catalonië;260,00;460,00
649;Ok;22.08.2012 14:29:41;30.09.2012 00:00:00;5562c93f09424492;Catalonië Spanje;;;Annulering vlucht 100%;200,00;460,00
650;Ok;24.08.2012 12:56:52;21.09.2012 00:00:00;896a994d03b03a24;Zeeland;;078cd33aaf1e5a44;Weekende paardrijden 8 uur, logies en ontbijt;364,00;0,00
651;Ok;24.08.2012 13:15:34;05.05.2013 00:00:00;5b3a1f34cf18bbeb;Kreta Griekenland;;6933825271acdebf;Panorama ritten halfpension;1.498,00;1.498,00
652;Ok;28.08.2012 10:49:08;01.10.2012 00:00:00;8ebc5d5cf9d0bad1;Algarve Portugal;;50db66c18a7cd74a;Beginnersweek Westernranch Algarve;598,00;674,00
652;Ok;28.08.2012 10:49:08;01.10.2012 00:00:00;8ebc5d5cf9d0bad1;Algarve Portugal;;021c66f3ed257b42;Eenpersoonskamer Beginnersweek;76,00;674,00
653;Ok;28.08.2012 13:45:18;06.09.2012 00:00:00;dda9451a3a20c9c6;Lissabon Portugal;;;Lissabon - Brusse retour;267,38;333,38
653;Ok;28.08.2012 13:45:18;06.09.2012 00:00:00;dda9451a3a20c9c6;Lissabon Portugal;;e54031dc7470d67e;Autohuur Sunny Cars 5/6 x 1/2;66,00;333,38
654;Ok;28.08.2012 18:25:26;02.09.2012 00:00:00;98617601f239e828;Cappadocië Turkije;;202e8a47ba0e5805;Tententrektocht Cappadocië;1.090,00;1.090,00
655;Ok;30.08.2012 13:31:10;06.10.2012 00:00:00;849c2b560f35ef27;Auvergne Frankrijk;;e586aaf726c99dea;Trektocht Hautes Chaumes;910,00;910,00
656;Ok;31.08.2012 18:38:40;29.09.2012 00:00:00;aa7ff2720e52d244;Sardinie Italie;;ee69eaaf55373852;Sardinië semi-trektocht Bergen naar de Zee groepsprijs;8.307,20;11.074,32
656;Ok;31.08.2012 18:38:40;29.09.2012 00:00:00;aa7ff2720e52d244;Sardinie Italie;;89cf40cff4365cca;Eenpersoonskamer toeslag;480,00;11.074,32
656;Ok;31.08.2012 18:38:40;29.09.2012 00:00:00;aa7ff2720e52d244;Sardinie Italie;;1d29d4a239d50e89;Verzameltransfer groep retour p.p.;480,00;11.074,32
656;Ok;31.08.2012 18:38:40;29.09.2012 00:00:00;aa7ff2720e52d244;Sardinie Italie;;;Ticket Ron v Slobbe + 15 kg;215,89;11.074,32
656;Ok;31.08.2012 18:38:40;29.09.2012 00:00:00;aa7ff2720e52d244;Sardinie Italie;;;Ticket Rob Hexspoor + 20 kg ;235,89;11.074,32
656;Ok;31.08.2012 18:38:40;29.09.2012 00:00:00;aa7ff2720e52d244;Sardinie Italie;;;Ticket Ankie Hanegraaf + 20 kg;235,89;11.074,32
656;Ok;31.08.2012 18:38:40;29.09.2012 00:00:00;aa7ff2720e52d244;Sardinie Italie;;;Ticket Pierre de Groot + 20 kg;235,89;11.074,32
656;Ok;31.08.2012 18:38:40;29.09.2012 00:00:00;aa7ff2720e52d244;Sardinie Italie;;;Ticket Theo v Halem + 15 kg;215,89;11.074,32
656;Ok;31.08.2012 18:38:40;29.09.2012 00:00:00;aa7ff2720e52d244;Sardinie Italie;;;Ticket Anja Douw + 15 kg;215,89;11.074,32
656;Ok;31.08.2012 18:38:40;29.09.2012 00:00:00;aa7ff2720e52d244;Sardinie Italie;;;Ticket Richard Schop + 15 kg;215,89;11.074,32
656;Ok;31.08.2012 18:38:40;29.09.2012 00:00:00;aa7ff2720e52d244;Sardinie Italie;;;Ticket Lilian America + 20 kg;235,89;11.074,32
657;Ok;02.09.2012 15:51:30;23.09.2012 00:00:00;c5b16e33303cadfb;Kreta Griekenland;;43be7b829061c56f;Begeleide Trektocht Kreta;989,00;989,00
658;Ok;06.09.2012 09:23:50;16.09.2012 00:00:00;ef48d15a8f119ad9;Catalonie Spanje;;ca4e28d3d4b26b29;Trektocht van de Bergen naar de Zee Catalonië;1.030,00;1.792,02
658;Ok;06.09.2012 09:23:50;16.09.2012 00:00:00;ef48d15a8f119ad9;Catalonie Spanje;;bb3354ffaf97009c;Toeslag Hoogseizoen Trektocht;160,00;1.792,02
658;Ok;06.09.2012 09:23:50;16.09.2012 00:00:00;ef48d15a8f119ad9;Catalonie Spanje;;db94d1a74665b5d2;Toeslag eenpersoonskamer trektocht;165,00;1.792,02
658;Ok;06.09.2012 09:23:50;16.09.2012 00:00:00;ef48d15a8f119ad9;Catalonie Spanje;;c4825f811e9c06fe;Verzameltransfer retour p.p. trektocht;80,00;1.792,02
658;Ok;06.09.2012 09:23:50;16.09.2012 00:00:00;ef48d15a8f119ad9;Catalonie Spanje;;;Retour Amsterdam - Barcelona incl 1 koffer en reserveringskosten;276,98;1.792,02
658;Ok;06.09.2012 09:23:50;16.09.2012 00:00:00;ef48d15a8f119ad9;Catalonie Spanje;;1f5324d93d081e6e;Annuleringsverzekering De Luxe;77,04;1.792,02
658;Ok;06.09.2012 09:23:50;16.09.2012 00:00:00;ef48d15a8f119ad9;Catalonie Spanje;;0a40ba0908143439;Poliskosten;3,00;1.792,02
659;Ok;07.09.2012 09:32:18;12.10.2012 00:00:00;69f174853258144b;Ardennen Ontdekken;;b9ef67ef9f6dcd01;Ardenne ontdekken weekend 2 pk eigen badkamer;590,00;590,00
660;Ok;13.09.2012 15:02:26;03.10.2012 00:00:00;7826dceee5c2f13f;Lissabon Portugal;;e8223b528d6f9eba;KLassieke Dressuurlessen Portugal Programma A;1.240,00;1.320,00
660;Ok;13.09.2012 15:02:26;03.10.2012 00:00:00;7826dceee5c2f13f;Lissabon Portugal;;40f0453a93d88f2b;Verzameltransfer;80,00;1.320,00
661;Ok;19.09.2012 16:06:27;20.10.2012 00:00:00;fa761d26fc70b449;Hongarije;;598ebc3babb4cdfa;Kiskusag poesta trektocht Hongarije;970,00;970,00
661;Ok;19.09.2012 16:06:27;20.10.2012 00:00:00;fa761d26fc70b449;Hongarije;;a8d0c46005852aae;Transfer Kiskunsag poesta ter plaatse te betalen ;0,00;970,00
662;Ok;24.09.2012 14:04:18;26.10.2012 00:00:00;a7800c0728075216;Eifel Duitsland;;be8fbe09c6ee3d94;Driedaags Panorama  trektochtweekend ;814,00;814,00
663;Ok;24.09.2012 21:18:50;29.09.2012 00:00:00;8cd7f726b22fc055;Lusitano's in stijl, Alentejo, Portugal;;d8a14d7924d45404;Dressuurweek D  Lusitano's in stijl-volpension ;994,50;1.449,50
663;Ok;24.09.2012 21:18:50;29.09.2012 00:00:00;8cd7f726b22fc055;Lusitano's in stijl, Alentejo, Portugal;;99117dd69afd1df6;Eenpersoonskamer ;134,00;1.449,50
663;Ok;24.09.2012 21:18:50;29.09.2012 00:00:00;8cd7f726b22fc055;Lusitano's in stijl, Alentejo, Portugal;;a77a219281de2836; Aanbieding € 100,- korting;-100,00;1.449,50
663;Ok;24.09.2012 21:18:50;29.09.2012 00:00:00;8cd7f726b22fc055;Lusitano's in stijl, Alentejo, Portugal;;;Lijnvlucht Amsterdam - Lissabon retour;396,00;1.449,50
663;Ok;24.09.2012 21:18:50;29.09.2012 00:00:00;8cd7f726b22fc055;Lusitano's in stijl, Alentejo, Portugal;;;Reserveringskosten;25,00;1.449,50
664;Ok;25.09.2012 13:35:09;26.10.2012 00:00:00;75ad103d9c6b93e2;Emsland Duitsland;;ada22b8f9419284e;Weekend Westernranch;429,00;429,00
665;Ok;27.09.2012 15:46:37;27.09.2012 00:00:00;aa7ff2720e52d244;Sardinië Italië;;ee69eaaf55373852;Sardinië semi-trektocht Bergen naar de Zee groepsprijs;1.038,40;1.358,38
665;Ok;27.09.2012 15:46:37;27.09.2012 00:00:00;aa7ff2720e52d244;Sardinië Italië;;89cf40cff4365cca;Eenpersoonskamer toeslag;120,00;1.358,38
665;Ok;27.09.2012 15:46:37;27.09.2012 00:00:00;aa7ff2720e52d244;Sardinië Italië;;1d29d4a239d50e89;Verzameltransfer groep retour p.p.;60,00;1.358,38
665;Ok;27.09.2012 15:46:37;27.09.2012 00:00:00;aa7ff2720e52d244;Sardinië Italië;;;Vlucht inclusief 1 koffer maximaal 15 kg;139,98;1.358,38
666;Ok;01.10.2012 10:19:43;03.10.2012 00:00:00;6169a183923435f7;Namibie;;0d738483e785b316;Sambuleni safari te paard, eenpersoonskamer;2.030,00;2.225,00
666;Ok;01.10.2012 10:19:43;03.10.2012 00:00:00;6169a183923435f7;Namibie;;0d738483e785b316;Transfer retour;195,00;2.225,00
667;Ok;10.10.2012 11:04:43;26.10.2012 00:00:00;d2a240859fb0c7eb;Ardennen België;;c767ef8074c65040;Off the Road 1 1/2 dag rijden Pension;900,00;900,00
668;Ok;17.10.2012 16:02:12;26.10.2012 00:00:00;dfd934558307fac6;Jordanie;;c91d385eee9cfe31;Trektocht Wadi Rum en Petra;1.540,00;1.707,00
668;Ok;17.10.2012 16:02:12;26.10.2012 00:00:00;dfd934558307fac6;Jordanie;;c91d385eee9cfe31;eenpersoonskamer / tent;114,00;1.707,00
668;Ok;17.10.2012 16:02:12;26.10.2012 00:00:00;dfd934558307fac6;Jordanie;;fd3fd933d57074be;Reisverzekering werelddekking;50,00;1.707,00
668;Ok;17.10.2012 16:02:12;26.10.2012 00:00:00;dfd934558307fac6;Jordanie;;0a40ba0908143439;Poliskosten;3,00;1.707,00
669;Ok;17.10.2012 16:15:56;17.11.2012 00:00:00;af260052bde46279;Sicilie Italië;;dbedc8f67ef29d9f;Trektocht Madonie Natuuurpark Sicilie ;1.100,00;1.430,00
669;Ok;17.10.2012 16:15:56;17.11.2012 00:00:00;af260052bde46279;Sicilie Italië;;9dc22f3ff00c0a41;Lijnvlucht Alitalia;330,00;1.430,00
670;Ok;17.10.2012 16:24:43;17.11.2012 00:00:00;4b2bd78ff6dcaf5b;Sicilie Italië;;dbedc8f67ef29d9f;Trektocht Madonie Natuuurpark Sicilie ;1.100,00;1.605,00
670;Ok;17.10.2012 16:24:43;17.11.2012 00:00:00;4b2bd78ff6dcaf5b;Sicilie Italië;;2cf00eeb139c9070;Toeslag eenpersoonskamer per nacht;175,00;1.605,00
670;Ok;17.10.2012 16:24:43;17.11.2012 00:00:00;4b2bd78ff6dcaf5b;Sicilie Italië;;9dc22f3ff00c0a41;Lijnvlucht Alitalia;330,00;1.605,00
671;Ok;29.10.2012 10:40:33;02.02.2013 00:00:00;670caff99118882f;Transsylvanie Roemenie;;71be06ad05fdeaa7;Standplaatsweek Winter;1.840,00;1.840,00
672;Ok;03.11.2012 18:56:20;29.06.2013 00:00:00;59bf7b4f38b6162a;Dordogne Frankrijk;;0ae6d9e358376a70;Zomerweek halve dagtochten 2e week in huisje;629,00;3.257,13
672;Ok;03.11.2012 18:56:20;29.06.2013 00:00:00;59bf7b4f38b6162a;Dordogne Frankrijk;;38711322a9998367;Niet Ruiter Halfpension 1e week huisje;940,00;3.257,13
672;Ok;03.11.2012 18:56:20;29.06.2013 00:00:00;59bf7b4f38b6162a;Dordogne Frankrijk;;38711322a9998367;Niet Ruiter Halfpension 2e week huisje;846,00;3.257,13
672;Ok;03.11.2012 18:56:20;29.06.2013 00:00:00;59bf7b4f38b6162a;Dordogne Frankrijk;;1f5324d93d081e6e;Annuleringsverzekering De Luxe;140,13;3.257,13
672;Ok;03.11.2012 18:56:20;29.06.2013 00:00:00;59bf7b4f38b6162a;Dordogne Frankrijk;;0a40ba0908143439;Poliskosten;3,00;3.257,13
